Hospital,Especialidade,Nota_Prova,Nota_Curriculo,Total
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,54,7.3,61.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,57.6,3.6,61.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,55.2,6,61.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,58.8,2,60.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,55.2,5.3,60.5
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,10,60.4
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,8.7,60.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,7.35,60.15
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,8.5,60.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,60,0.1,60.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,58.8,1.25,60.05
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,55.2,4.6,59.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,54,5.8,59.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,55.2,4.6,59.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,9.3,59.7
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,8.1,59.7
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,9.2,59.6
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,7.7,59.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,7.7,59.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,10,59.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,7.6,59.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,6.05,58.85
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,54,4.75,58.75
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,7.1,58.7
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,5.6,58.4
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,56.4,1.75,58.15
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,8.9,58.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,4.8,57.6
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,7.1,57.5
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,6.7,57.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,6.7,57.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,4.2,57
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,7.7,56.9
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,4,56.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,7.5,56.7
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,6,56.4
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,4.7,56.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,3.1,55.9
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,6.7,55.9
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,6.6,55.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,45.6,10,55.6
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,7.5,55.5
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,52.8,2.55,55.35
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,6.1,55.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,3.5,55.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,8.3,55.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,4.6,55
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,6.8,54.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,7.9,54.7
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,6.4,54.4
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,51.6,2.75,54.35
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,6.1,54.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,6.1,54.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,4.8,54
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,7.2,54
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,45.6,8.3,53.9
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,4.6,53.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,7,53.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,6.5,53.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,6.3,53.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,5.1,53.1
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,6.1,52.9
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,4.85,52.85
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,2.05,52.45
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,3,52.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,3.5,51.5
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,3,51
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,4.15,50.95
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,2.8,50.8
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,50.4,0.1,50.5
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,3.6,50.4
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,3.5,50.3
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,49.2,1.05,50.25
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,45.6,4.6,50.2
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,45.6,4.4,50
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,46.8,1.85,48.65
Universidade Federal do Triangulo Mineiro - Uberaba,oftalmologia,48,0.6,48.6
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,62.4,5.4,67.8
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,62.4,3.75,66.15
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,56.4,8.7,65.1
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,55.2,8.8,64
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,56.4,7,63.4
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,57.6,5.5,63.1
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,56.4,5.55,61.95
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,55.2,6.3,61.5
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,57.6,2.25,59.85
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,51.6,8.1,59.7
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,55.2,3,58.2
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,50.4,7.4,57.8
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,51.6,6.1,57.7
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,49.2,8.1,57.3
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,51.6,5.3,56.9
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,52.8,4,56.8
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,51.6,3.3,54.9
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,48,6.35,54.35
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,49.2,4.8,54
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,48,6,54
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,51.6,1.1,52.7
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,48,4.55,52.55
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,45.6,6.8,52.4
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,46.8,4.4,51.2
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,46.8,3.15,49.95
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,45.6,4.35,49.95
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,45.6,4.15,49.75
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,45.6,3.8,49.4
Universidade Federal do Triangulo Mineiro - Uberaba,ortopedia e traumatologia,46.8,2.6,49.4
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,62.4,6.5,68.9
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,50.4,5.1,55.5
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,51.6,2.25,53.85
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,46.8,6.9,53.7
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,50.4,2.8,53.2
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,49.2,4,53.2
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,45.6,4.55,50.15
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,45.6,4.3,49.9
Universidade Federal do Triangulo Mineiro - Uberaba,patologia,45.6,3.1,48.7
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,70.8,7,77.8
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,68.4,5.05,73.45
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,63.6,6.7,70.3
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,61.2,7.1,68.3
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,60,7.6,67.6
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,60,7.3,67.3
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,60,7.2,67.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,58.8,8.3,67.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,57.6,9.2,66.8
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,61.2,4.7,65.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,57.6,7.3,64.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,56.4,7.8,64.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,55.2,8.7,63.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,56.4,7.2,63.6
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,54,7.1,61.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,8.1,60.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,8,60.8
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,8.7,60.3
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,55.2,5,60.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,54,6.2,60.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,8.6,60.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,9.7,60.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,57.6,2.35,59.95
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,54,5.7,59.7
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,7.9,59.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,10,59.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,54,5.15,59.15
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,9.9,59.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,6.2,59
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,7.4,59
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,7,58.6
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,7.8,58.2
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,10,58
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,5.1,57.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,4.6,57.4
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,4.55,57.35
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,6.3,56.7
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,6.1,56.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,4.85,56.45
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,52.8,3.3,56.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,6.2,55.4
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,4.9,55.3
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,5.8,55
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,6.95,54.95
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,5.6,54.8
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,4.35,54.75
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,4.15,54.55
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,50.4,4.15,54.55
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,5.3,54.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,51.6,2.5,54.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,6.1,54.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,5.6,53.6
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,5.5,53.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,5.5,53.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,5.15,53.15
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,5.1,53.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,45.6,2.05,52.42
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,48,4.25,52.25
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,46.8,5.3,52.1
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,46.8,5.1,51.9
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,49.2,2.3,51.5
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,46.8,4.35,51.15
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,45.6,4.75,50.35
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,46.8,3.05,49.85
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,46.8,3,49.8
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,45.6,3.65,49.25
Universidade Federal do Triangulo Mineiro - Uberaba,pediatria,45.6,2.85,48.45
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,69.6,9,78.6
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,66,10,76
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,61.2,10,71.2
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,64.8,5.8,70.6
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,63.6,6.6,70.2
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,60,9.9,69.9
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,63.6,5.7,69.3
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,61.2,8.1,69.3
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,61.2,7.9,69.1
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,62.4,5.3,67.7
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,58.8,5.95,64.75
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,57.6,5.3,62.9
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,55.2,6.9,62.1
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,55.2,6.3,61.5
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,56.4,4.6,61
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,52.8,6.3,59.1
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,55.2,3.85,59.05
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,54,4.25,58.25
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,54,4.1,58.1
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,51.6,5.6,57.2
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,52.8,4.35,57.15
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,50.4,6.5,56.9
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,51.6,5.2,56.8
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,52.8,2.25,55.05
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,48,5.6,53.6
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,50.4,3,53.4
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,48,5.3,53.3
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,48,4.7,52.7
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,50.4,1.75,52.15
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,46.8,4.15,50.95
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,49.2,1.1,50.3
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,45.6,3.1,48.7
Universidade Federal do Triangulo Mineiro - Uberaba,radiologia e diagnóstico por imagem,45.6,2,47.6
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,69,9,78
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,72,5,77
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,60,5,65
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,51,9,60
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,48,8,56
Universidade Federal do Triangulo Mineiro - Uberaba,reumatologia,48,4.5,52.5
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,69,9.5,78.5
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,69,6,75
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,66,8.5,74.5
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,63,10,73
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,69,4,73
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,63,7,70
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,60,9,69
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,63,4.5,67.5
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,60,5,65
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,54,10,64
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,57,7,64
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,54,9,63
Universidade Federal do Triangulo Mineiro - Uberaba,urologia,57,6,63
